millis,stamp,datetime,doorposition,temp,vcc
388000, 1445635338, "2015/10/23 21:22:18", 71.15, 72.84, 1
388999, 1445635339, "2015/10/23 21:22:19", 71.04, 72.84, 1
389999, 1445635340, "2015/10/23 21:22:20", 71.15, 72.84, 1
390999, 1445635341, "2015/10/23 21:22:21", 71.15, 72.72, 1
391999, 1445635342, "2015/10/23 21:22:22", 71.15, 72.84, 1
392999, 1445635343, "2015/10/23 21:22:23", 71.04, 72.72, 1
393999, 1445635344, "2015/10/23 21:22:24", 71.04, 72.84, 1
394999, 1445635345, "2015/10/23 21:22:25", 71.15, 72.84, 1
395999, 1445635346, "2015/10/23 21:22:26", 71.15, 72.72, 1
396999, 1445635347, "2015/10/23 21:22:27", 71.04, 72.72, 1
397999, 1445635348, "2015/10/23 21:22:28", 71.15, 72.72, 1
398999, 1445635349, "2015/10/23 21:22:29", 71.04, 72.72, 1
400000, 1445635350, "2015/10/23 21:22:30", 71.04, 72.72, 1
401000, 1445635351, "2015/10/23 21:22:31", 71.04, 72.72, 1
401999, 1445635352, "2015/10/23 21:22:32", 71.04, 72.72, 1
402999, 1445635353, "2015/10/23 21:22:33", 71.15, 72.72, 1
403999, 1445635354, "2015/10/23 21:22:34", 71.15, 72.61, 1
405000, 1445635355, "2015/10/23 21:22:35", 71.15, 72.72, 1
405999, 1445635356, "2015/10/23 21:22:36", 71.15, 72.72, 1
407000, 1445635357, "2015/10/23 21:22:37", 71.15, 72.72, 1
407999, 1445635358, "2015/10/23 21:22:38", 71.15, 72.72, 1
408999, 1445635359, "2015/10/23 21:22:39", 71.15, 72.72, 1
409999, 1445635360, "2015/10/23 21:22:40", 71.15, 72.72, 1
410999, 1445635361, "2015/10/23 21:22:41", 71.04, 72.61, 1
411999, 1445635362, "2015/10/23 21:22:42", 71.15, 72.72, 1
412999, 1445635363, "2015/10/23 21:22:43", 71.15, 72.72, 1
413999, 1445635364, "2015/10/23 21:22:44", 71.15, 72.61, 1
414999, 1445635365, "2015/10/23 21:22:45", 71.15, 72.72, 1
416000, 1445635366, "2015/10/23 21:22:46", 71.15, 72.72, 1
416999, 1445635367, "2015/10/23 21:22:47", 71.15, 72.61, 1
417999, 1445635368, "2015/10/23 21:22:48", 71.15, 72.61, 1
418999, 1445635369, "2015/10/23 21:22:49", 71.15, 72.72, 1
419999, 1445635370, "2015/10/23 21:22:50", 71.15, 72.61, 1
420999, 1445635371, "2015/10/23 21:22:51", 71.15, 72.72, 1
421999, 1445635372, "2015/10/23 21:22:52", 71.15, 72.72, 1
423000, 1445635373, "2015/10/23 21:22:53", 71.15, 72.72, 1
423999, 1445635374, "2015/10/23 21:22:54", 71.15, 72.72, 1
425000, 1445635375, "2015/10/23 21:22:55", 71.15, 72.61, 1
425999, 1445635376, "2015/10/23 21:22:56", 71.15, 72.61, 1
426999, 1445635377, "2015/10/23 21:22:57", 71.15, 72.61, 1
427999, 1445635378, "2015/10/23 21:22:58", 71.04, 72.61, 1
428999, 1445635379, "2015/10/23 21:22:59", 71.15, 72.61, 1
429999, 1445635380, "2015/10/23 21:23:0", 71.15, 72.61, 1
430999, 1445635381, "2015/10/23 21:23:1", 71.15, 72.61, 1
432000, 1445635382, "2015/10/23 21:23:2", 71.15, 72.61, 1
432999, 1445635383, "2015/10/23 21:23:3", 71.15, 72.61, 1
433999, 1445635384, "2015/10/23 21:23:4", 71.04, 72.61, 1
434999, 1445635385, "2015/10/23 21:23:5", 71.04, 72.61, 1
435999, 1445635386, "2015/10/23 21:23:6", 71.04, 72.61, 1
436999, 1445635387, "2015/10/23 21:23:7", 71.04, 72.61, 0
437999, 1445635388, "2015/10/23 21:23:8", 71.04, 72.61, 0
438999, 1445635389, "2015/10/23 21:23:9", 71.04, 72.61, 0
439999, 1445635390, "2015/10/23 21:23:10", 71.04, 72.61, 1
440999, 1445635391, "2015/10/23 21:23:11", 71.04, 72.61, 1
442000, 1445635392, "2015/10/23 21:23:12", 71.04, 72.50, 1
442999, 1445635393, "2015/10/23 21:23:13", 71.04, 72.50, 0
443999, 1445635394, "2015/10/23 21:23:14", 71.04, 72.50, 0
444998, 1445635395, "2015/10/23 21:23:15", 71.04, 72.50, 0
445999, 1445635396, "2015/10/23 21:23:16", 70.93, 72.50, 1
446999, 1445635397, "2015/10/23 21:23:17", 70.93, 72.50, 1
447998, 1445635398, "2015/10/23 21:23:18", 70.93, 72.39, 1
448999, 1445635399, "2015/10/23 21:23:19", 70.93, 72.50, 1
449999, 1445635400, "2015/10/23 21:23:20", 70.93, 72.50, 1
450999, 1445635401, "2015/10/23 21:23:21", 70.93, 72.39, 1
451999, 1445635402, "2015/10/23 21:23:22", 70.93, 72.39, 1
452999, 1445635403, "2015/10/23 21:23:23", 70.93, 72.39, 1
453999, 1445635404, "2015/10/23 21:23:24", 70.93, 72.39, 1
455000, 1445635405, "2015/10/23 21:23:25", 70.93, 72.39, 1
455999, 1445635406, "2015/10/23 21:23:26", 70.93, 72.39, 1
456999, 1445635407, "2015/10/23 21:23:27", 70.93, 72.39, 1
457999, 1445635408, "2015/10/23 21:23:28", 70.93, 72.39, 1
458999, 1445635409, "2015/10/23 21:23:29", 70.81, 72.39, 1
459999, 1445635410, "2015/10/23 21:23:30", 70.93, 72.39, 1
460999, 1445635411, "2015/10/23 21:23:31", 70.93, 72.39, 1
461999, 1445635412, "2015/10/23 21:23:32", 70.93, 72.39, 1
462999, 1445635413, "2015/10/23 21:23:33", 70.93, 72.39, 0
464000, 1445635414, "2015/10/23 21:23:34", 70.81, 72.50, 0
464999, 1445635415, "2015/10/23 21:23:35", 70.93, 72.61, 0
465999, 1445635416, "2015/10/23 21:23:36", 71.37, 72.61, 0
466999, 1445635417, "2015/10/23 21:23:37", 71.71, 72.61, 0
467999, 1445635418, "2015/10/23 21:23:38", 71.82, 72.61, 0
469000, 1445635419, "2015/10/23 21:23:39", 72.05, 72.39, 0
469999, 1445635420, "2015/10/23 21:23:40", 72.16, 72.16, 0
471000, 1445635421, "2015/10/23 21:23:41", 72.27, 72.05, 0
471999, 1445635422, "2015/10/23 21:23:42", 72.39, 71.94, 0
472998, 1445635423, "2015/10/23 21:23:43", 72.50, 71.82, 0
473998, 1445635424, "2015/10/23 21:23:44", 72.61, 71.71, 0
474999, 1445635425, "2015/10/23 21:23:45", 72.61, 71.71, 0
475999, 1445635426, "2015/10/23 21:23:46", 72.72, 71.60, 0
476999, 1445635427, "2015/10/23 21:23:47", 72.84, 71.49, 0
477999, 1445635428, "2015/10/23 21:23:48", 73.06, 71.37, 0
478999, 1445635429, "2015/10/23 21:23:49", 73.40, 71.26, 0
479998, 1445635430, "2015/10/23 21:23:50", 73.62, 71.15, 0
480999, 1445635431, "2015/10/23 21:23:51", 73.74, 71.04, 0
481999, 1445635432, "2015/10/23 21:23:52", 73.85, 70.93, 0
482999, 1445635433, "2015/10/23 21:23:53", 73.85, 70.93, 0
483999, 1445635434, "2015/10/23 21:23:54", 73.85, 70.81, 0
484999, 1445635435, "2015/10/23 21:23:55", 73.96, 70.70, 0
485999, 1445635436, "2015/10/23 21:23:56", 73.96, 70.59, 0
487000, 1445635437, "2015/10/23 21:23:57", 74.19, 70.59, 0
487999, 1445635438, "2015/10/23 21:23:58", 74.30, 70.47, 0
488999, 1445635439, "2015/10/23 21:23:59", 74.52, 70.36, 0
489999, 1445635440, "2015/10/23 21:24:0", 74.64, 70.25, 0
490999, 1445635441, "2015/10/23 21:24:1", 74.75, 70.14, 0
491999, 1445635442, "2015/10/23 21:24:2", 74.75, 70.02, 0
493000, 1445635443, "2015/10/23 21:24:3", 74.75, 69.91, 0
493999, 1445635444, "2015/10/23 21:24:4", 74.75, 69.91, 0
494999, 1445635445, "2015/10/23 21:24:5", 74.64, 69.69, 0
496000, 1445635446, "2015/10/23 21:24:6", 74.64, 69.35, 0
496999, 1445635447, "2015/10/23 21:24:7", 74.52, 69.01, 0
497999, 1445635448, "2015/10/23 21:24:8", 74.41, 68.56, 0
498999, 1445635449, "2015/10/23 21:24:9", 74.41, 68.22, 0
499999, 1445635450, "2015/10/23 21:24:10", 74.30, 68.00, 0
500999, 1445635451, "2015/10/23 21:24:11", 74.30, 67.77, 0
501999, 1445635452, "2015/10/23 21:24:12", 74.19, 67.55, 0
502999, 1445635453, "2015/10/23 21:24:13", 74.07, 67.44, 0
503999, 1445635454, "2015/10/23 21:24:14", 74.07, 67.32, 0
504999, 1445635455, "2015/10/23 21:24:15", 73.96, 67.32, 0
505999, 1445635456, "2015/10/23 21:24:16", 73.96, 67.21, 0
507000, 1445635457, "2015/10/23 21:24:17", 73.96, 67.21, 0
507999, 1445635458, "2015/10/23 21:24:18", 74.30, 67.10, 0
508999, 1445635459, "2015/10/23 21:24:19", 74.41, 67.10, 0
509999, 1445635460, "2015/10/23 21:24:20", 74.64, 66.99, 0
510999, 1445635461, "2015/10/23 21:24:21", 74.75, 66.87, 0
512000, 1445635462, "2015/10/23 21:24:22", 74.75, 66.87, 0
512999, 1445635463, "2015/10/23 21:24:23", 74.86, 66.76, 0
513999, 1445635464, "2015/10/23 21:24:24", 74.86, 66.76, 0
514999, 1445635465, "2015/10/23 21:24:25", 74.97, 66.65, 0
515999, 1445635466, "2015/10/23 21:24:26", 74.97, 66.54, 0
516999, 1445635467, "2015/10/23 21:24:27", 74.86, 66.43, 0
517999, 1445635468, "2015/10/23 21:24:28", 74.97, 66.43, 0
518999, 1445635469, "2015/10/23 21:24:29", 74.97, 66.31, 0
519999, 1445635470, "2015/10/23 21:24:30", 74.97, 66.31, 0
520999, 1445635471, "2015/10/23 21:24:31", 74.97, 66.20, 0
521999, 1445635472, "2015/10/23 21:24:32", 74.97, 66.20, 0
522999, 1445635473, "2015/10/23 21:24:33", 74.97, 66.09, 0
523999, 1445635474, "2015/10/23 21:24:34", 74.97, 66.09, 0
524999, 1445635475, "2015/10/23 21:24:35", 74.97, 65.97, 0
526000, 1445635476, "2015/10/23 21:24:36", 74.97, 65.86, 0
526999, 1445635477, "2015/10/23 21:24:37", 74.97, 65.86, 0
527998, 1445635478, "2015/10/23 21:24:38", 74.97, 65.75, 0
528999, 1445635479, "2015/10/23 21:24:39", 74.97, 65.64, 0
529999, 1445635480, "2015/10/23 21:24:40", 74.97, 65.64, 0
530999, 1445635481, "2015/10/23 21:24:41", 74.86, 65.52, 0
531999, 1445635482, "2015/10/23 21:24:42", 74.75, 65.41, 0
532999, 1445635483, "2015/10/23 21:24:43", 74.75, 65.41, 1
533999, 1445635484, "2015/10/23 21:24:44", 74.64, 65.30, 1
535000, 1445635485, "2015/10/23 21:24:45", 74.64, 65.19, 0
535999, 1445635486, "2015/10/23 21:24:46", 74.52, 65.19, 1
536999, 1445635487, "2015/10/23 21:24:47", 74.41, 65.07, 1
537999, 1445635488, "2015/10/23 21:24:48", 74.41, 64.96, 1
538999, 1445635489, "2015/10/23 21:24:49", 74.30, 64.96, 1
539999, 1445635490, "2015/10/23 21:24:50", 74.30, 64.85, 1
540999, 1445635491, "2015/10/23 21:24:51", 74.30, 64.74, 1
541999, 1445635492, "2015/10/23 21:24:52", 74.19, 64.74, 1
542999, 1445635493, "2015/10/23 21:24:53", 74.19, 64.62, 1
543998, 1445635494, "2015/10/23 21:24:54", 74.07, 64.51, 1
544999, 1445635495, "2015/10/23 21:24:55", 74.07, 64.51, 1
545999, 1445635496, "2015/10/23 21:24:56", 74.07, 64.40, 1
546999, 1445635497, "2015/10/23 21:24:57", 74.07, 64.29, 1
547999, 1445635498, "2015/10/23 21:24:58", 73.96, 64.29, 1
548999, 1445635499, "2015/10/23 21:24:59", 73.96, 64.18, 1
550000, 1445635500, "2015/10/23 21:25:0", 73.96, 64.18, 1
551000, 1445635501, "2015/10/23 21:25:1", 73.96, 64.06, 1
551999, 1445635502, "2015/10/23 21:25:2", 73.85, 63.95, 1
552999, 1445635503, "2015/10/23 21:25:3", 73.85, 63.95, 1
553999, 1445635504, "2015/10/23 21:25:4", 73.74, 63.84, 1
554999, 1445635505, "2015/10/23 21:25:5", 73.74, 63.72, 1
555999, 1445635506, "2015/10/23 21:25:6", 73.74, 63.72, 1
556999, 1445635507, "2015/10/23 21:25:7", 73.74, 63.61, 1
558000, 1445635508, "2015/10/23 21:25:8", 73.74, 63.50, 1
559000, 1445635509, "2015/10/23 21:25:9", 73.62, 63.50, 1
560000, 1445635510, "2015/10/23 21:25:10", 73.62, 63.39, 1
560999, 1445635511, "2015/10/23 21:25:11", 73.62, 63.39, 1
561999, 1445635512, "2015/10/23 21:25:12", 73.51, 63.28, 1
562999, 1445635513, "2015/10/23 21:25:13", 73.51, 63.16, 1
563999, 1445635514, "2015/10/23 21:25:14", 73.51, 63.16, 1
564999, 1445635515, "2015/10/23 21:25:15", 73.51, 63.05, 1
565999, 1445635516, "2015/10/23 21:25:16", 73.51, 63.05, 1
566999, 1445635517, "2015/10/23 21:25:17", 73.51, 62.94, 1
567999, 1445635518, "2015/10/23 21:25:18", 73.40, 62.83, 0
568999, 1445635519, "2015/10/23 21:25:19", 73.40, 62.83, 1
569999, 1445635520, "2015/10/23 21:25:20", 73.40, 62.71, 1
570999, 1445635521, "2015/10/23 21:25:21", 73.40, 62.60, 1
571999, 1445635522, "2015/10/23 21:25:22", 73.29, 62.60, 1
572999, 1445635523, "2015/10/23 21:25:23", 73.40, 62.49, 1
573999, 1445635524, "2015/10/23 21:25:24", 73.51, 62.49, 1
575000, 1445635525, "2015/10/23 21:25:25", 73.62, 62.38, 1
575998, 1445635526, "2015/10/23 21:25:26", 73.62, 62.26, 1
576999, 1445635527, "2015/10/23 21:25:27", 73.62, 62.26, 1
577999, 1445635528, "2015/10/23 21:25:28", 73.62, 62.15, 1
578999, 1445635529, "2015/10/23 21:25:29", 73.85, 62.15, 1
579999, 1445635530, "2015/10/23 21:25:30", 74.19, 62.04, 1
580999, 1445635531, "2015/10/23 21:25:31", 74.41, 61.93, 1
581999, 1445635532, "2015/10/23 21:25:32", 74.86, 61.93, 1
582999, 1445635533, "2015/10/23 21:25:33", 75.54, 61.81, 1
583999, 1445635534, "2015/10/23 21:25:34", 76.21, 61.81, 1
584999, 1445635535, "2015/10/23 21:25:35", 76.55, 61.70, 1
585999, 1445635536, "2015/10/23 21:25:36", 76.77, 61.70, 1
586999, 1445635537, "2015/10/23 21:25:37", 76.77, 61.59, 1
587999, 1445635538, "2015/10/23 21:25:38", 76.89, 61.59, 1
588999, 1445635539, "2015/10/23 21:25:39", 76.89, 61.47, 1
590000, 1445635540, "2015/10/23 21:25:40", 76.89, 61.47, 1
590999, 1445635541, "2015/10/23 21:25:41", 76.89, 61.36, 1
591998, 1445635542, "2015/10/23 21:25:42", 76.89, 61.36, 1
592999, 1445635543, "2015/10/23 21:25:43", 76.89, 61.25, 1
593999, 1445635544, "2015/10/23 21:25:44", 76.89, 61.14, 1
594999, 1445635545, "2015/10/23 21:25:45", 76.89, 61.14, 1
595999, 1445635546, "2015/10/23 21:25:46", 76.89, 61.14, 1
596999, 1445635547, "2015/10/23 21:25:47", 76.89, 61.03, 1
597999, 1445635548, "2015/10/23 21:25:48", 76.89, 61.03, 1
598999, 1445635549, "2015/10/23 21:25:49", 77.00, 60.91, 1
599999, 1445635550, "2015/10/23 21:25:50", 77.22, 60.91, 1
600999, 1445635551, "2015/10/23 21:25:51", 77.56, 60.80, 1
601999, 1445635552, "2015/10/23 21:25:52", 77.79, 60.80, 1
602999, 1445635553, "2015/10/23 21:25:53", 77.79, 60.69, 1
603999, 1445635554, "2015/10/23 21:25:54", 77.90, 60.69, 1
604999, 1445635555, "2015/10/23 21:25:55", 77.90, 60.58, 1
605999, 1445635556, "2015/10/23 21:25:56", 77.90, 60.46, 1
606999, 1445635557, "2015/10/23 21:25:57", 77.90, 60.46, 1
608000, 1445635558, "2015/10/23 21:25:58", 77.90, 60.46, 1
608999, 1445635559, "2015/10/23 21:25:59", 77.90, 60.35, 1
609999, 1445635560, "2015/10/23 21:26:0", 77.90, 60.35, 1
610999, 1445635561, "2015/10/23 21:26:1", 77.90, 60.24, 1
611999, 1445635562, "2015/10/23 21:26:2", 77.90, 60.24, 1
612999, 1445635563, "2015/10/23 21:26:3", 77.79, 60.24, 1
613999, 1445635564, "2015/10/23 21:26:4", 77.79, 60.13, 1
614999, 1445635565, "2015/10/23 21:26:5", 77.79, 60.13, 1
615999, 1445635566, "2015/10/23 21:26:6", 77.79, 60.01, 1
616999, 1445635567, "2015/10/23 21:26:7", 77.79, 59.90, 1
617999, 1445635568, "2015/10/23 21:26:8", 77.68, 59.90, 1
618999, 1445635569, "2015/10/23 21:26:9", 77.68, 59.79, 1
619998, 1445635570, "2015/10/23 21:26:10", 77.68, 59.79, 1
620999, 1445635571, "2015/10/23 21:26:11", 77.68, 59.79, 1
621999, 1445635572, "2015/10/23 21:26:12", 77.56, 59.68, 1
622999, 1445635573, "2015/10/23 21:26:13", 77.56, 59.68, 1
623998, 1445635574, "2015/10/23 21:26:14", 77.56, 59.68, 1
624999, 1445635575, "2015/10/23 21:26:15", 77.56, 59.56, 1
625999, 1445635576, "2015/10/23 21:26:16", 77.45, 59.45, 1
626999, 1445635577, "2015/10/23 21:26:17", 77.45, 59.45, 1
627999, 1445635578, "2015/10/23 21:26:18", 77.45, 59.45, 1
628999, 1445635579, "2015/10/23 21:26:19", 77.45, 59.34, 1
629999, 1445635580, "2015/10/23 21:26:20", 77.34, 59.34, 1
630999, 1445635581, "2015/10/23 21:26:21", 77.45, 59.22, 1
631999, 1445635582, "2015/10/23 21:26:22", 77.34, 59.22, 1
632999, 1445635583, "2015/10/23 21:26:23", 77.34, 59.22, 1
633999, 1445635584, "2015/10/23 21:26:24", 77.34, 59.11, 1
634999, 1445635585, "2015/10/23 21:26:25", 77.34, 59.11, 1
635999, 1445635586, "2015/10/23 21:26:26", 77.22, 59.00, 1
636998, 1445635587, "2015/10/23 21:26:27", 77.34, 59.00, 1
637999, 1445635588, "2015/10/23 21:26:28", 77.22, 59.00, 1
638999, 1445635589, "2015/10/23 21:26:29", 77.22, 58.89, 1
639998, 1445635590, "2015/10/23 21:26:30", 77.22, 58.78, 1
640999, 1445635591, "2015/10/23 21:26:31", 77.22, 58.78, 1
641999, 1445635592, "2015/10/23 21:26:32", 77.22, 58.78, 1
642999, 1445635593, "2015/10/23 21:26:33", 77.11, 58.66, 1
643999, 1445635594, "2015/10/23 21:26:34", 77.22, 58.66, 1
644999, 1445635595, "2015/10/23 21:26:35", 77.22, 58.66, 1
645999, 1445635596, "2015/10/23 21:26:36", 77.22, 58.55, 1
646999, 1445635597, "2015/10/23 21:26:37", 77.22, 58.55, 1
647999, 1445635598, "2015/10/23 21:26:38", 77.22, 58.44, 1
648999, 1445635599, "2015/10/23 21:26:39", 77.22, 58.44, 1
649999, 1445635600, "2015/10/23 21:26:40", 77.22, 58.44, 0
650998, 1445635601, "2015/10/23 21:26:41", 77.22, 58.33, 0
651999, 1445635602, "2015/10/23 21:26:42", 77.22, 58.33, 0
653000, 1445635603, "2015/10/23 21:26:43", 77.22, 58.21, 0
654000, 1445635604, "2015/10/23 21:26:44", 77.11, 58.21, 0
654999, 1445635605, "2015/10/23 21:26:45", 77.22, 58.21, 0
655998, 1445635606, "2015/10/23 21:26:46", 77.11, 58.21, 0
657000, 1445635607, "2015/10/23 21:26:47", 77.11, 58.10, 1
657999, 1445635608, "2015/10/23 21:26:48", 77.11, 57.99, 1
658999, 1445635609, "2015/10/23 21:26:49", 77.11, 58.10, 1
659999, 1445635610, "2015/10/23 21:26:50", 77.00, 57.99, 1
660999, 1445635611, "2015/10/23 21:26:51", 77.00, 57.99, 1
